id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
33212719,NYC cozy apartment close to staten island ferry,250065719,Martha,Staten Island,Randall Manor,40.63211,-74.12557,Entire home/apt,85,1,6,2019-06-24,2.2,1,316
33201132,Spacious bedroom walking distance from Columbia!,21816318,Nadia,Manhattan,Harlem,40.80098,-73.95424,Private room,85,3,5,2019-05-30,1.76,1,0
33195591,Manhatan Stylish Bedroom,140830391,Jay,Manhattan,Harlem,40.81072,-73.94235,Private room,85,1,8,2019-07-02,2.61,9,150
33175415,Cozy Studio Apt Brooklyn Close to Brighton & Coney,114736959,Ed,Brooklyn,Gravesend,40.58822,-73.97294,Entire home/apt,85,30,1,2019-04-05,0.31,6,347
33154427,Artsy apartment in Crown Heights next to Subway,82524498,Javier,Brooklyn,Crown Heights,40.66697,-73.93508,Entire home/apt,85,5,9,2019-06-18,2.65,1,7
33133218,Harlem Musicians Home !!,249286477,Green,Manhattan,Harlem,40.82734,-73.94718,Entire home/apt,85,4,3,2019-07-06,1.13,1,6
33050650,Room in a Comfy Brooklyn Apartment,240717293,Carla,Brooklyn,Vinegar Hill,40.70195,-73.98309,Private room,85,2,10,2019-06-24,4.05,1,1
33023192,Retro room in Astoria - 15m to Manhattan,248555214,Michelle,Queens,Astoria,40.76516,-73.92758,Private room,85,2,13,2019-06-28,3.79,2,13
32748003,Close to Flushing Main Street and Manhattan! (3D),246272839,Northern Star Realty,Queens,Flushing,40.76663,-73.81921,Entire home/apt,85,1,5,2019-07-06,1.69,4,145
32747955,"Charming BDR - 15min Manhattan-4min stn trains N,W",203890641,Vinicius,Queens,Ditmars Steinway,40.77482,-73.90852,Private room,85,3,13,2019-06-24,3.71,2,208
32672719,"Newest,sunny,room with separate entrance & balcony",245564705,Sergii,Brooklyn,Brighton Beach,40.57921,-73.96419,Private room,85,1,18,2019-06-20,4.43,1,222
32544596,Brooklyn Awesomely Huge Apartment - 2,9864136,Anthony,Brooklyn,Bushwick,40.68491,-73.91324,Entire home/apt,85,30,1,2019-03-10,0.25,26,312
32518771,Sunny and cozy studio 30 min from Manhattan,1938828,Shay,Brooklyn,East Flatbush,40.64882,-73.94537,Entire home/apt,85,6,12,2019-07-05,3.33,3,215
32493667,JFK LUXURY BEDROOM # 4,244082709,Jfk,Queens,Springfield Gardens,40.65994,-73.77069,Private room,85,1,14,2019-07-05,3.89,7,163
32439871,Bright room near shops and subway well located,79499558,Robertina,Queens,Jackson Heights,40.75135,-73.88378,Private room,85,4,14,2019-07-02,3.72,4,50
32402997,Charming private room in Brownstone apartment,237668552,Kim,Brooklyn,Cobble Hill,40.68557,-73.99829,Private room,85,2,11,2019-07-01,2.56,2,111
32366042,Huge Private Room near Central Park with KEY,243026919,Kiara,Manhattan,East Harlem,40.80801,-73.94011,Private room,85,1,14,2019-06-27,6.27,2,0
32272082,Waterfront apt with Manhattan view and balcony...,152034487,Dino,Manhattan,Roosevelt Island,40.76218,-73.94897,Private room,85,1,20,2019-07-02,8.45,1,104
32252006,Upper Ditmars Top FL of Home with Patio,7973451,Chris,Queens,Ditmars Steinway,40.77315,-73.89908,Entire home/apt,85,5,1,2019-04-01,0.3,1,84
32238040,Feminine room in Manhattan. 1 stop to midtown.,59411033,Alexandra,Manhattan,Harlem,40.81359,-73.95246,Private room,85,1,2,2019-05-09,0.82,1,7
32168744,Sunlit Spacious Bedroom,241341898,Madeleine,Manhattan,Harlem,40.82796,-73.94088,Private room,85,1,27,2019-05-29,5.7,1,0
32071927,"Sunny, Private Bedroom in ♥ of Downtown (SOHO/LES)",41869388,Emily,Manhattan,Nolita,40.72233,-73.99334,Private room,85,2,20,2019-06-21,4.29,1,5
32059283,Sun-drenched and Spacious Studio,33646389,Sally,Brooklyn,Crown Heights,40.67128,-73.95895,Entire home/apt,85,5,1,2019-05-19,0.58,2,51
32050983,"Hudson River/GW Bridge 
view. Spacious  room",240311383,Ana,Manhattan,Washington Heights,40.84725,-73.94274,Private room,85,2,11,2019-07-03,2.21,1,227
31919636,"LUMINOUS, COZY BR w/ personal BA + entrance in BK",29301386,Saya,Brooklyn,Williamsburg,40.70333,-73.94913,Private room,85,2,16,2019-07-01,3.27,1,11
31760509,"Morningside Park, near Columbia U., private room",219505617,Karen,Manhattan,Harlem,40.80351,-73.95822,Private room,85,1,18,2019-06-25,3.62,1,92
31738629,Historic Brooklyn Townhouse Garden Floor,170638981,Gabrielle,Brooklyn,Prospect-Lefferts Gardens,40.6598,-73.95879,Entire home/apt,85,2,25,2019-07-08,4.78,1,28
31713858,Long Island City Apt with a Terrace,237880163,Sandeep,Queens,Sunnyside,40.7379,-73.92911,Private room,85,1,21,2019-07-02,4.92,1,80
31697123,Montauk Guest Suite,237715800,Joseph & Teresa,Brooklyn,East New York,40.66996,-73.87637,Entire home/apt,85,1,43,2019-07-08,7.87,1,161
31675244,Large Bedroom in Excellent Chinatown/LES Apartment,41108789,Ulysses,Manhattan,Chinatown,40.71444,-73.99344,Private room,85,2,25,2019-06-17,5,1,24
31641843,Sunny Bedroom in Williamsburg / Chambre privée,184600679,Raphaëlle,Brooklyn,Williamsburg,40.71013,-73.95206,Private room,85,6,1,2019-04-30,0.43,1,0
31639432,Entire Cozy Studio in Central Harlem,37277862,Lucy,Manhattan,Harlem,40.80864,-73.94453,Entire home/apt,85,2,7,2019-04-20,1.24,1,0
31572551,Chic in the City,6486059,Matt,Manhattan,Washington Heights,40.85442,-73.93266,Entire home/apt,85,4,4,2019-06-18,0.72,1,8
31564154,West Village Cozy Studio,49503035,Gabriella,Manhattan,West Village,40.73041,-74.00251,Entire home/apt,85,3,5,2019-06-22,1.08,1,16
31514475,New Building Rooms 5 from 1,203266238,Steve,Bronx,Morris Park,40.85589,-73.85825,Private room,85,5,5,2019-06-29,0.85,5,343
31416916,"2 Bedrooms Nearby Free ""Manhattan Ferry""",231352789,Farah,Staten Island,Tompkinsville,40.63515,-74.07929,Private room,85,2,29,2019-07-07,5,3,296
31413351,"Private entrance, own bathroom, comfy  & sunshine",33614329,Walter,Brooklyn,Bushwick,40.69684,-73.9307,Entire home/apt,85,1,36,2019-07-03,6.1,4,210
31379248,"Cozy, Sunny Franklin Ave 1-Bedroom with a Piano",10032762,Kristina,Brooklyn,Crown Heights,40.67612,-73.95856,Entire home/apt,85,2,2,2019-06-23,0.85,1,6
31339548,Bedroom in shared luxury apartment in East Village,11519866,Gordon,Manhattan,East Village,40.72262,-73.98515,Private room,85,1,7,2019-04-08,1.48,1,0
31317645,3 Beds in Private Room 3 20 min to City,220149091,Peter,Brooklyn,Bedford-Stuyvesant,40.69392,-73.94904,Private room,85,2,11,2019-06-09,2.39,4,314
31224624,Rose in Spanish Harlem,202587815,Willie,Manhattan,East Harlem,40.79132,-73.95083,Private room,85,2,15,2019-06-04,2.42,2,224
31190191,"Hey, It's Brooklyn, JUST BE YOU.",233189145,Lynda,Brooklyn,Windsor Terrace,40.65224,-73.9762,Private room,85,1,18,2019-06-23,3.16,1,168
31110349,Astoria Entire apartment,196915362,Janna,Queens,Ditmars Steinway,40.77638,-73.91308,Entire home/apt,85,40,2,2019-05-31,0.42,2,85
31097777,Quiet One-Bedroom in Williamsburg Close to Subway,115064362,Ale And Tom,Brooklyn,Williamsburg,40.70627,-73.95484,Entire home/apt,85,2,11,2019-06-14,1.76,1,237
31072227,Private Bedroom in Chinatown/LES,16285179,Carolina,Manhattan,Two Bridges,40.71302,-73.99405,Private room,85,1,6,2019-06-09,1.67,2,42
31025081,Gorgeous NYC Hideout 20min to Times Square,87833104,Konni,Queens,Sunnyside,40.7426,-73.92318,Entire home/apt,85,4,3,2019-03-14,0.56,1,12
30962509,2 Bedrooms with Harbor View,231352789,Farah,Staten Island,Stapleton,40.63448,-74.07837,Private room,85,2,26,2019-07-04,3.92,3,305
30908766,Modern Studio Apartment near transportation,16089151,Sahla,Queens,Queens Village,40.72219,-73.73605,Entire home/apt,85,2,17,2019-06-24,2.63,1,14
30904197,Room in the Lower East Side,230941034,James,Manhattan,Lower East Side,40.71898,-73.98347,Private room,85,2,14,2019-06-18,2.27,1,357
30850027,"New York, private gorgeous bedroom!",86078173,Gina,Brooklyn,Williamsburg,40.7077,-73.93855,Private room,85,5,2,2019-06-27,0.32,1,25
30677434,Private ROOM in a GROUND FLOOR apt w/Parking,21376704,Claudia And Luis,Queens,Flushing,40.72859,-73.80899,Private room,85,2,18,2019-07-07,2.62,1,60
30674177,Cozy Brooklyn Studio Apartment!,51908924,Lily,Brooklyn,Crown Heights,40.67471,-73.9616,Entire home/apt,85,3,2,2019-04-15,0.32,1,19
30596759,Cozy LES Room,229509602,Javier,Manhattan,Lower East Side,40.71997,-73.98491,Private room,85,2,23,2019-07-07,3.35,1,344
30523683,UPSCALE DWELLING,228961973,Michael,Bronx,Concourse Village,40.82674,-73.91935,Private room,85,3,1,2019-04-21,0.38,1,341
30273310,Farm house style Bay Ridge (private D),31760835,Fon,Brooklyn,Bay Ridge,40.63574,-74.03102,Private room,85,365,1,2018-12-15,0.14,4,189
30150357,"Sun-drenched, airy industrial loft in Brooklyn!",30381245,Cristian,Brooklyn,Bushwick,40.69968,-73.93588,Private room,85,1,4,2019-07-03,0.61,1,1
30137792,Small cozy  private room near time square,215944788,Kay,Manhattan,Chelsea,40.74337,-73.99423,Private room,85,3,15,2019-03-17,2.13,3,1
30124940,Large second floor room for 4!,65407018,Harmony,Brooklyn,Greenpoint,40.7227,-73.93691,Private room,85,1,14,2019-06-03,1.92,5,137
30084269,Private Large Bedroom in Brooklyn,12171344,Marta,Brooklyn,Crown Heights,40.66655,-73.95005,Private room,85,2,7,2019-07-03,0.99,2,27
30065947,Comfortable room with private entrance,4460107,Julia,Brooklyn,Greenpoint,40.72745,-73.9483,Entire home/apt,85,3,4,2019-02-23,0.53,1,0
30049755,"Bright, spacious and comfortable with open view",5326571,Ines,Queens,Ditmars Steinway,40.77751,-73.90956,Private room,85,2,2,2019-05-31,0.29,2,278
30023607,Sunny bedroom with a view in East Village/LES/NYC,29217011,Eb,Manhattan,Lower East Side,40.72122,-73.98652,Private room,85,4,2,2019-01-04,0.28,1,0
30014866,DaDukes Giza,139879568,Alberto,Queens,Long Island City,40.76538,-73.93882,Private room,85,1,18,2019-05-27,2.5,6,363
29995154,"Conveniently-Located, Clean + Chic Rm. Hells Ktchn",4934489,Jessica,Manhattan,Hell's Kitchen,40.75989,-73.99227,Private room,85,2,1,2018-12-12,0.14,3,0
29990168,Brooklyn Awesomely Huge Apartment,9864136,Anthony,Brooklyn,Bushwick,40.68633,-73.91413,Entire home/apt,85,30,3,2019-04-30,0.44,26,313
29989586,Cozy private bedroom,225454310,Tosin,Queens,Far Rockaway,40.59894,-73.75629,Private room,85,1,2,2019-06-09,0.38,4,362
29963540,"Bushwick, Prvt Room/Prvt Bath, 20mins to Manhattan",52357574,Mitch,Brooklyn,Bushwick,40.6988,-73.91388,Private room,85,1,2,2018-12-23,0.27,1,0
29904741,Interfaith Retreats (St. Francis),16677326,Alex And Zeena,Manhattan,Chelsea,40.74942,-73.99593,Private room,85,1,23,2019-06-05,3.18,12,362
29794702,Spacious 1BR BK Hideaway Steps from Prospect Pk,20241112,Mariela,Brooklyn,Prospect-Lefferts Gardens,40.65581,-73.95732,Entire home/apt,85,3,12,2019-05-31,1.6,1,263
29760452,Cozy Brooklyn room 15min to Manhattan by subway!,209163615,Oriana,Brooklyn,Bedford-Stuyvesant,40.68377,-73.94489,Private room,85,1,1,2019-01-04,0.16,1,12
29758221,Entire floor of apartment with separate entrance,42979789,Vanessa,Brooklyn,Williamsburg,40.70845,-73.9402,Private room,85,3,7,2019-07-01,1,1,42
29687049,"ALL PRIVATE - Bedroom, Bath and Kitchenette",617537,Bryan,Brooklyn,Bushwick,40.6952,-73.91535,Private room,85,3,35,2019-06-18,4.34,1,127
29649727,Sunny Private Bedroom in Nolita,17076157,Grace,Manhattan,Chinatown,40.71859,-73.9958,Private room,85,4,5,2019-06-21,1.35,1,0
29628380,Modern  Studio Apartment,155027850,Dilek,Brooklyn,Bergen Beach,40.61954,-73.91133,Entire home/apt,85,5,17,2019-07-01,2.24,1,305
29626161,"Sunny room in UWS, Columbia,Central Park",222285897,Alvin,Manhattan,Morningside Heights,40.80441,-73.96352,Private room,85,1,46,2019-07-05,5.59,4,20
29583389,PERFECT WILLIAMSBURG PLACE W/ BACKYARD OASIS,20283518,Jamie,Brooklyn,Williamsburg,40.70516,-73.94423,Private room,85,2,34,2019-06-21,4,1,74
29575293,"""Cabin"" —Private Queen Bedroom in Jungly Apartment",41704832,Ben,Brooklyn,Bushwick,40.69663,-73.91226,Private room,85,1,29,2019-07-05,5.65,1,82
29533923,One stop away from manhattan,91605357,Tina,Brooklyn,Williamsburg,40.7073,-73.95739,Private room,85,1,56,2019-06-26,7,2,51
29479579,Williamsburg  New Luxury Private Room + Bathroom,6255971,Scott,Brooklyn,Williamsburg,40.71145,-73.95534,Private room,85,2,7,2019-07-01,0.83,1,326
29383019,"Sunny room B in upper west side NY, Columbia",221355351,James,Manhattan,Morningside Heights,40.81376,-73.95954,Private room,85,1,66,2019-06-22,7.59,4,71
29380907,"Cozy, Private 1 Bedroom Basement Apartment",179355129,Gabrielle,Staten Island,Dongan Hills,40.58303,-74.09271,Entire home/apt,85,2,12,2019-06-24,1.91,1,229
29341918,Perfect location UWS private room private bath,218272490,Miki,Manhattan,Upper West Side,40.78177,-73.97878,Private room,85,2,23,2019-04-13,2.64,1,79
29304334,Peaceful private sunny room in spacious apartment,1216891,Amberjade,Manhattan,Harlem,40.81954,-73.94713,Private room,85,1,22,2019-06-11,2.53,1,232
29301889,Spacious place w/ private bathroom,105572926,Matt,Brooklyn,Crown Heights,40.67636,-73.91932,Private room,85,2,2,2018-11-06,0.24,1,0
29176864,136 Apt 7,159435936,Jonathan,Manhattan,Upper West Side,40.78833,-73.97182,Entire home/apt,85,30,2,2019-02-26,0.44,3,118
29131447,Upper East Side room with full size bed,216944902,Janna,Manhattan,East Harlem,40.79055,-73.94867,Private room,85,1,6,2018-12-02,0.67,1,0
29101869,Sunny apartment with piano + yard!,161873557,Natalia,Brooklyn,Bedford-Stuyvesant,40.69898,-73.94705,Entire home/apt,85,3,34,2019-07-01,4.36,1,42
29060392,Spacious Bedroom for 2 w/ washer/dryer + backyard,121836170,Rafael,Brooklyn,Bushwick,40.70229,-73.92223,Private room,85,1,40,2019-06-09,4.62,1,354
29005507,Sunny and Convenient Park Slope Room,2180581,Jana,Brooklyn,South Slope,40.66656,-73.98204,Private room,85,2,18,2019-05-30,1.99,2,0
29004967,"Large, sunny WBurg  apartment steps from L train",14453908,Andrew,Brooklyn,Williamsburg,40.70946,-73.94966,Entire home/apt,85,7,4,2019-07-01,0.59,1,357
28933107,new ARTIST ROOM IN EAST VILLAGE NYC  .,1810885,Alex,Manhattan,East Village,40.72522,-73.97786,Private room,85,4,7,2019-04-08,0.79,3,54
28911924,Charming Times Square Midtown One Bedroom!,40245658,Alexa,Manhattan,Hell's Kitchen,40.7617,-73.98882,Private room,85,2,34,2019-06-09,4.47,3,103
28893365,Large charming space in the heart of the E Village,23354644,Nancy,Manhattan,East Village,40.72957,-73.98723,Private room,85,2,21,2019-06-22,2.27,3,41
28719635,Beautiful house with a beautiful room and more,96978924,Ree,Brooklyn,East Flatbush,40.63575,-73.94235,Entire home/apt,85,1,5,2019-01-01,0.55,1,124
28711792,East Village Cottage Life,865148,Eliza,Manhattan,East Village,40.72939,-73.98007,Private room,85,2,26,2019-07-05,3.07,1,165
28692911,Private One Bedroom Apartment,12166742,Yizak,Brooklyn,Flatlands,40.62515,-73.94409,Entire home/apt,85,1,21,2019-07-05,2.26,1,82
28690371,"420 friendly rm,lots of sunlight great for couples",75030544,Sunny,Brooklyn,Bedford-Stuyvesant,40.68166,-73.91625,Private room,85,12,4,2019-03-23,0.42,4,365
28666327,Cozy loft private bathroom,216287451,Marcela,Brooklyn,Bushwick,40.69038,-73.91909,Private room,85,1,1,2018-11-11,0.12,1,177
28467973,NYC Penthouse Private Bedroom & Balcony w/ Skyline,123567556,Sean,Brooklyn,Crown Heights,40.67596,-73.93201,Private room,85,1,9,2019-06-23,5.4,2,173
28464829,Great cosy Studio. Just perfect.,24833181,Andres,Brooklyn,Bedford-Stuyvesant,40.69488,-73.94983,Entire home/apt,85,1,44,2019-07-05,4.51,2,208
28386154,Charming Bedroom in Brooklyn Navy Yard,30185638,Nima,Brooklyn,Fort Greene,40.69633,-73.97215,Private room,85,5,29,2019-06-18,2.91,1,240
28306661,Small private room for single ones comfy and clean,17450152,Tiba,Manhattan,Hell's Kitchen,40.76438,-73.98955,Private room,85,2,29,2019-06-21,2.87,5,0
28259695,D&G Chateau,106667717,Darian,Manhattan,Harlem,40.82761,-73.94192,Private room,85,1,9,2019-05-04,0.9,1,364
28220182,New Charming 1 Bedroom Oasis Apartment,35387196,Kizzie,Brooklyn,Prospect-Lefferts Gardens,40.66249,-73.95311,Entire home/apt,85,7,6,2019-01-30,0.62,4,0
28206177,Bronx Brand New Room #3,203266238,Steve,Bronx,Morris Park,40.85361,-73.85018,Private room,85,5,5,2019-05-31,0.49,5,365
28202752,Cozy cove,156505456,John,Brooklyn,East New York,40.66265,-73.88735,Private room,85,3,10,2019-06-10,1.04,13,90
28172407,Cozy Room close to subway and park,4982459,Mariana,Brooklyn,Flatbush,40.65193,-73.96401,Private room,85,5,1,2018-09-23,0.1,3,0
28133914,Private bedroom in Brooklyn apartment,137562994,Danila,Brooklyn,Bedford-Stuyvesant,40.6814,-73.94975,Private room,85,2,15,2019-07-07,1.45,1,257
28107465,Cozy apt. with private room on UWS. Low price!,4536328,Ram Anthonie,Manhattan,Upper West Side,40.79918,-73.9622,Private room,85,1,25,2019-03-21,2.6,1,0
28081782,Private room w/attached bath in hot of Flushing,205745676,Liqin,Queens,Flushing,40.75806,-73.82005,Private room,85,1,24,2019-06-16,2.31,9,341
27876268,Step back in time and see NYC as it was in the 80s,26405093,Jeff,Staten Island,Stapleton,40.63782,-74.07732,Private room,85,1,2,2018-09-13,0.19,2,353
27802387,Living Room sofa Bed in Chelsea,12750945,Luis,Manhattan,Chelsea,40.74186,-73.99769,Shared room,85,2,22,2019-06-23,2.19,4,365
27717773,Bushwick Retreat (for dog lovers only),15413542,Nada,Brooklyn,Bushwick,40.69098,-73.92128,Private room,85,1,14,2019-06-30,1.38,1,81
27705293,Studio Apartment in historic Sugar Hill townhouse,12104046,Paula,Manhattan,Harlem,40.82862,-73.93832,Entire home/apt,85,2,23,2019-07-01,2.24,2,16
27678259,Studio Apartment in Queens,208911587,Mari,Queens,Springfield Gardens,40.66448,-73.76479,Entire home/apt,85,3,33,2019-06-16,3.07,1,44
27678171,~*PLANT HAVEN*~ Private Room -Charming Garden Apt,94390487,Samantha,Brooklyn,Bedford-Stuyvesant,40.68592,-73.93117,Private room,85,3,11,2019-05-27,1.04,1,170
27676268,Large room w/ attached bath in heart of Flushing,205745676,Liqin,Queens,Flushing,40.75828,-73.82145,Private room,85,1,31,2019-06-14,2.81,9,337
27675041,"Brooklyn, Bedstuy, Crown Heights Private Room",208882093,Devaughn,Brooklyn,Crown Heights,40.67522,-73.91938,Private room,85,1,1,2018-12-21,0.15,1,65
27656104,Charming bedroom w private bathroom,126119576,Petr,Brooklyn,Williamsburg,40.71015,-73.94654,Private room,85,4,1,2018-09-13,0.1,2,0
27543590,Manhattan Home Steps Away from Central Park!,104064206,Faateh,Manhattan,East Harlem,40.79574,-73.94684,Private room,85,1,6,2018-10-08,0.55,1,0
27491566,Brooklyn Room with private rooftop,48018277,Alejandro,Brooklyn,Bedford-Stuyvesant,40.6922,-73.9415,Private room,85,3,8,2019-06-30,0.77,2,63
27435989,**Studio Apartment 20 min. From MANHATTAN **,206758830,Chris And Jocelyn,Queens,Middle Village,40.71775,-73.87488,Entire home/apt,85,2,36,2019-06-09,3.4,1,290
27422570,Peaceful loft,34643568,Dave,Manhattan,East Harlem,40.79232,-73.94156,Private room,85,3,2,2019-05-06,0.79,6,90
27303282,Spacious Bedroom with Beautiful Views,205697848,Carly,Manhattan,Hell's Kitchen,40.76435,-73.99298,Private room,85,1,8,2019-04-28,0.7,1,30
27287076,Clementine's Room,35645017,Clara,Manhattan,East Harlem,40.7962,-73.94894,Private room,85,1,6,2018-08-27,0.53,1,0
27248443,Cozy Private Queen Room 5min LaGuardia LGA Airport,10229087,Kais,Queens,Ditmars Steinway,40.77309,-73.89256,Private room,85,1,41,2019-07-07,3.66,4,349
27237325,Beautiful Crown Heights Studio apartment,205144781,Evelyn,Brooklyn,Crown Heights,40.675,-73.92358,Entire home/apt,85,1,53,2019-07-05,4.68,1,306
27205506,Seconds from subway or a 30 min drive to city.,47504485,Danny,Brooklyn,Bensonhurst,40.61183,-73.98219,Private room,85,5,29,2019-07-06,2.58,2,58
27141013,Modern Newly Renovated Home Away From Home,204346423,Yva,Brooklyn,Mill Basin,40.61768,-73.91669,Entire home/apt,85,2,36,2019-07-07,3.26,1,322
27137095,Giordano Suite - 5 mins to LGA,19536409,Melissa,Queens,East Elmhurst,40.75817,-73.89893,Entire home/apt,85,1,43,2018-12-30,3.72,1,0
27112835,5 ave apto,10476100,Cezar,Manhattan,Chelsea,40.73916,-73.99471,Entire home/apt,85,14,1,2018-12-20,0.15,1,16
26943823,THE HIDEAWAY,187153824,Mike & Glenna,Brooklyn,East New York,40.663,-73.86723,Entire home/apt,85,3,28,2019-05-31,2.41,1,19
26846867,Bushwick Proper - king master bed private bathroom,69527,Daniele,Brooklyn,Bushwick,40.69037,-73.90679,Private room,85,14,11,2019-06-30,2.2,1,55
26632496,Cozy Brooklyn Nook w/Quick Manhattan Access,85852354,Janli,Brooklyn,Downtown Brooklyn,40.69032,-73.9871,Private room,85,2,26,2019-05-31,2.39,1,0
26602955,COZY ROOM IN MANHATTAN MINUTES 2 TIMES SQR,158972140,Figo,Manhattan,Harlem,40.81678,-73.94246,Private room,85,1,7,2019-04-02,0.62,2,180
26473415,New York Home at Times Square,9638257,Mayur,Manhattan,Theater District,40.75934,-73.98755,Private room,85,4,14,2019-06-29,1.98,1,33
26412930,Zen Brooklyn,209300,Gina,Brooklyn,Fort Greene,40.68731,-73.9751,Private room,85,1,8,2018-09-01,0.66,2,0
26358423,Cozy Private Room near Central Park,19961365,Taina,Manhattan,East Harlem,40.78875,-73.9476,Private room,85,1,39,2019-06-23,3.28,1,78
26337617,Express to NYC - beautiful 1 bedroom apartment,140039953,Bernarda,Brooklyn,Bergen Beach,40.62402,-73.91681,Entire home/apt,85,3,31,2019-07-08,2.95,1,122
26329644,Spacious Private Bedroom in Financial District,25107874,Emil,Manhattan,Financial District,40.70989,-74.00813,Private room,85,3,4,2019-06-21,0.33,1,72
26171844,Double Room with AC- 72nd St. Subway- Central Park,196088317,Andreas & Bella,Manhattan,Upper East Side,40.76505,-73.95824,Private room,85,10,54,2019-06-22,4.34,2,2
26136978,Cozy Bronx nest,196468460,German And Wendy,Bronx,Unionport,40.82848,-73.85466,Entire home/apt,85,2,68,2019-07-04,5.37,1,247
26099255,"Serenity Studio; Light, Bright and Cute",196171209,Marina,Brooklyn,Crown Heights,40.67316,-73.95397,Entire home/apt,85,2,57,2019-07-03,4.62,1,110
26096547,"East Village studio, perfect location",3185760,Cristian,Manhattan,East Village,40.72906,-73.9845,Entire home/apt,85,14,14,2019-06-21,1.32,1,16
26085068,"Lovely apartment in INWOOD, Manhattan",50814751,Maki,Manhattan,Inwood,40.86833,-73.92291,Entire home/apt,85,18,2,2019-01-13,0.21,1,16
25996748,"Full Apartment, 1 Bedroom",18197276,Miguel,Bronx,Kingsbridge,40.88058,-73.90552,Entire home/apt,85,2,13,2019-01-01,1.05,1,0
25965483,Light-filled Room with Private Bath & Entrance,4712374,Karen,Brooklyn,Greenpoint,40.73325,-73.95542,Private room,85,1,12,2018-10-03,0.97,1,0
25962847,Comfy King Bed Feet from Subway,97042500,Raphael,Manhattan,Harlem,40.80387,-73.95164,Private room,85,3,30,2019-07-04,2.48,4,145
25939748,Modern Apt with private bedroom & bathroom,25210511,Zak,Brooklyn,Clinton Hill,40.69485,-73.96567,Private room,85,1,16,2018-08-17,1.24,1,0
25843716,5min to JFK! Private Queen Room in New home! R2,6754369,Johann,Queens,Jamaica,40.69238,-73.80247,Private room,85,1,37,2019-03-23,2.8,4,297
25841417,5min to JFK! Private Suite TwinBeds New home R1,6754369,Johann,Queens,Jamaica,40.69252,-73.80272,Private room,85,1,23,2019-05-28,1.75,4,114
25817508,"Brand new space ! ... safe, peaceful and relaxing.",194004304,Norjia,Manhattan,Washington Heights,40.84782,-73.93954,Private room,85,1,9,2019-01-01,0.79,1,80
25689024,*** Brooklyn Secret Spot ***,127345864,Charlene,Brooklyn,East Flatbush,40.64172,-73.93073,Entire home/apt,85,2,33,2019-07-03,2.74,4,34
25638322,Nice area accessible to all public transportation!,106018910,Maria,Queens,Elmhurst,40.73641,-73.87863,Private room,85,1,2,2018-07-15,0.16,1,0
25635216,Clean and Nice Central Park Apt in Lincoln Center,193127179,Sagawa,Manhattan,Upper West Side,40.7764,-73.98236,Private room,85,4,18,2019-05-03,1.38,1,133
25510480,BIG SUNNY LOVELY ROOM CENTRAL PARK,38863621,William,Manhattan,Harlem,40.80025,-73.95268,Private room,85,2,3,2018-06-21,0.23,1,0
25484398,BRIGHT & AIRY APARTMENT IN GREENPOINT,8063576,Alex,Brooklyn,Greenpoint,40.72724,-73.94843,Entire home/apt,85,7,2,2018-10-02,0.17,1,0
25355219,Spacious Apt minutes from Manhattan,59377513,Shannon,Brooklyn,Prospect-Lefferts Gardens,40.66116,-73.94781,Private room,85,5,3,2018-09-02,0.27,1,32
25352456,BEAUTIFUL Queen Bedroom in Peaceful Green Space,90249125,Jackie,Manhattan,Harlem,40.8063,-73.95548,Private room,85,4,11,2019-07-01,0.86,1,0
25348299,Stunning Designer 3 bdrm apt 25 min to Manhattan,8013853,Seth,Brooklyn,Bedford-Stuyvesant,40.68412,-73.94836,Entire home/apt,85,30,16,2019-06-14,1.18,1,318
25342124,Private Room near Central Park,7249636,Dima,Manhattan,Hell's Kitchen,40.7687,-73.98742,Private room,85,1,127,2019-07-07,9.43,1,19
25288200,The Luna’s apartment,70007560,Juan,Manhattan,East Harlem,40.7919,-73.94562,Private room,85,4,25,2019-06-30,1.91,2,90
25224320,Brooklyn Cultural Chateau: Sunny Private Room,4224480,Nate,Brooklyn,Bedford-Stuyvesant,40.69104,-73.9258,Private room,85,2,34,2019-05-21,2.46,1,336
25215547,"Beautiful & Comfy Room, Same Street As The Subway!",153500245,Isabela,Brooklyn,Bedford-Stuyvesant,40.6791,-73.9096,Private room,85,1,81,2019-06-23,6.06,2,233
25215426,Magic Brooklyn townhouse room fit for a wizard,189075482,Chloe,Brooklyn,Cypress Hills,40.68074,-73.89157,Private room,85,1,1,2019-05-20,0.6,3,0
25193752,Cozy private living in Queens,14323652,Brandon,Queens,Elmhurst,40.73873,-73.88147,Entire home/apt,85,2,36,2019-03-31,2.65,1,130
25182363,First floor #7,151084261,Angie,Brooklyn,Williamsburg,40.71901,-73.94978,Private room,85,30,7,2018-07-16,0.53,6,337
25017424,Magical Brooklyn townhouse room fit for a wizard,189075482,Chloe,Brooklyn,Cypress Hills,40.67988,-73.89201,Private room,85,1,17,2019-06-10,1.64,3,67
24969653,"Cozy, Clean Private Mini Studio in New York City",188741104,Susan,Manhattan,Harlem,40.80954,-73.94257,Entire home/apt,85,31,49,2019-07-04,3.51,4,119
24919725,Shared Open Studio - Floor Space,159154462,Ken,Manhattan,Midtown,40.75722,-73.98162,Shared room,85,1,5,2018-10-18,0.36,2,83
